"文件","原行号","原入口","原中文","原英文","改写中文","改写英文","当前结论"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","756","languageCopy.zh-CN.codeWorkspace.emptyGraphHelp","选择扫描后才展示真实节点、边和视图，不用占位图谱。","Run a real scan before showing nodes, edges, or views. Zeus does not render placeholder graphs.","扫描项目后，可以查看文件之间的关系和代码结构。","Scan the project to see its code structure and relationships between files.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","808","languageCopy.zh-CN.codeWorkspace.projectEdit.pathHelp","指向真实本地代码库；保存后会影响后续扫描和图谱来源。","Points to the real local repository. Saving changes future scans and graph sources.","选择项目所在的文件夹，后续扫描将读取此目录。","Choose the project folder to use for future scans.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","826","languageCopy.zh-CN.codeWorkspace.projectConfig.defaultModelHelp","新任务默认使用的真实 AI Runtime 模型，不在前端伪造可用性。","The real AI Runtime model used by new tasks. Zeus does not fake availability.","新任务默认使用的 AI 模型。","The AI model used by default for new tasks.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","829","languageCopy.zh-CN.codeWorkspace.projectConfig.defaultWorkModeHelp","控制新任务进入 plan、develop、review 或 debug 的默认入口。","Controls whether new tasks start in plan, develop, review, or debug.","新任务默认采用规划、开发、评审或调试模式。","The default planning, development, review, or debugging mode for new tasks.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","846","languageCopy.zh-CN.codeWorkspace.projectConfig.primaryLanguageHelp","用于图谱、任务模板和默认提示的语言画像。","Language profile used for graphs, task templates, and default prompts.","项目主要使用的编程语言，帮助 Zeus 理解代码。","The project’s main programming language helps Zeus understand its code.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","849","languageCopy.zh-CN.codeWorkspace.projectConfig.additionalLanguagesHelp","逗号分隔；补充多语言仓库的扫描与提示语境。","Comma-separated languages for multi-language repositories.","项目还使用哪些编程语言？多个语言以逗号分隔。","Other programming languages used in the project, separated by commas.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","855","languageCopy.zh-CN.codeWorkspace.projectConfig.manifestPathsHelp","逗号分隔真实 manifest 文件，供依赖识别与图谱摘要使用。","Comma-separated real manifest files used for dependency detection and graph summaries.","填写描述项目依赖的文件路径，例如 package.json；多个路径以逗号分隔。","Enter dependency file paths, such as package.json, separated by commas.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","858","languageCopy.zh-CN.codeWorkspace.projectConfig.databaseConnectionHelp","仅保存连接标识，密码仍走本机钥匙串。","Only stores the connection label. Passwords stay in the local Keychain.","连接名称用于识别数据库；密码单独保存在本机钥匙串中。","The connection name identifies the database. Passwords are stored separately in the local Keychain.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","864","languageCopy.zh-CN.codeWorkspace.projectConfig.telegramAliasHelp","用于项目通知路由；空值表示不绑定项目级别名。","Used for project notification routing. Empty means no project-level alias.","为这个项目设置 Telegram 通知别名，可留空。","Set an optional Telegram notification alias for this project.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","883","languageCopy.zh-CN.codeWorkspace.projectConfig.externalDatabaseHelp","外部数据库驱动待接入；请把密码保存到钥匙串密码字段，连接名显示会自动脱敏，不会声明远程结构定义已读取。","External database drivers are pending. Save passwords in the Keychain field; connection labels are redacted and Zeus does not claim the remote schema has been read.","暂不支持直接读取远程数据库。可以先提供本地 SQL 结构文件。","Reading remote databases is not supported yet. You can provide local SQL schema files instead.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","884","languageCopy.zh-CN.codeWorkspace.projectConfig.localSchemaHelp","配置的真实 DDL/SQL 文件会在 src 扫描范围外并入代码图谱；连接名不是凭据。","Real DDL or SQL files are added to the code graph outside the src scan scope. The connection name is not a credential.","配置的数据库结构文件也会加入代码图谱，即使文件不在 src 目录中。","Configured database schema files are included in the code graph even when they are outside src.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","903","languageCopy.zh-CN.settingsWorkspace.engineeringModeDescription","更多执行细节、证据和控制","More execution detail, evidence, and control","显示更多运行记录和高级操作。","Show more run details and advanced controls.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","905","languageCopy.zh-CN.settingsWorkspace.dailyModeDescription","同样强大，技术细节更少","Just as capable, with fewer technical details","保留常用操作，减少技术细节。","Keep everyday actions visible with fewer technical details.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","912","languageCopy.zh-CN.settingsWorkspace.fullAccessDescription","默认关闭；开启前必须说明风险并保留审计。","Off by default. Enabling must explain the risk and keep an audit trail.","允许访问工作目录以外的文件。请仅在需要时开启。","Allow access to files outside the working folder. Enable this only when needed.","本轮后续已有调整；以入口清单最终值为准"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","922","languageCopy.zh-CN.settingsWorkspace.categories.runtime","AI CLI / Runtime","AI CLI / Runtime","AI 连接","AI connections","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","939","languageCopy.zh-CN.settingsWorkspace.desktopNotificationsDescription","本机任务、Runtime 和 Telegram 状态变化时提醒","Local task, Runtime, and Telegram status changes can notify you","任务、AI 处理和 Telegram 状态变化时提醒。","Notify me when tasks, AI work, or Telegram status change.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","947","languageCopy.zh-CN.settingsWorkspace.saveSettingsDescription","仅保存本机界面偏好，不影响项目或 Runtime 会话","Only saves local interface preferences. Projects and Runtime sessions are unchanged.","保存本机的界面偏好。","Save interface preferences for this computer.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","950","languageCopy.zh-CN.settingsWorkspace.runtime.paneTitle","Runtime 执行设置","Runtime execution settings","AI 连接设置","AI connection settings","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","951","languageCopy.zh-CN.settingsWorkspace.runtime.cliStatusAria","Runtime CLI 检测状态","Runtime CLI status","AI 工具检测状态","AI tool availability","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","954","languageCopy.zh-CN.settingsWorkspace.runtime.defaultAdapterAria","默认 Runtime 适配器","Default Runtime Adapter","默认 AI 工具","Default AI tool","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","955","languageCopy.zh-CN.settingsWorkspace.runtime.defaultAdapterTitle","默认运行适配器","Default Runtime Adapter","默认 AI 工具","Default AI tool","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","956","languageCopy.zh-CN.settingsWorkspace.runtime.defaultAdapterDescription","启动新 Runtime 会话时优先使用。","Used first when starting a new Runtime session.","开始新的运行会话时默认使用此工具。","Use this tool by default when starting a new run.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","959","languageCopy.zh-CN.settingsWorkspace.runtime.adapterActionMeta","运行适配器","Adapter","AI 工具","AI tool","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","960","languageCopy.zh-CN.settingsWorkspace.runtime.currentDefaultAria","当前默认 Runtime 适配器","Current default Runtime Adapter","当前默认 AI 工具","Current default AI tool","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","963","languageCopy.zh-CN.settingsWorkspace.runtime.adapterModelAria","默认适配器模型","Default Adapter model","默认模型","Default model","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","964","languageCopy.zh-CN.settingsWorkspace.runtime.adapterModelTitle","默认适配器模型","Default Adapter model","默认模型","Default model","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","965","languageCopy.zh-CN.settingsWorkspace.runtime.adapterModelDescription","仅写入本机 Runtime 配置，不声明外部 CLI 已登录。","Only writes local Runtime configuration. It does not claim the external CLI is signed in.","此工具默认使用的模型；请另外确认登录状态。","The default model for this tool. Check its sign-in status separately.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","968","languageCopy.zh-CN.settingsWorkspace.runtime.defaultArgsDescription","按空格解析为真实 CLI 参数。","Parsed as real CLI arguments separated by spaces.","传给命令行工具的启动参数，以空格分隔。","Startup arguments for the command-line tool, separated by spaces.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","969","languageCopy.zh-CN.settingsWorkspace.runtime.cliPathAria","CLI 路径","CLI path","命令行工具路径","Command-line tool path","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","970","languageCopy.zh-CN.settingsWorkspace.runtime.cliPathTitle","CLI 路径","CLI path","命令行工具路径","Command-line tool path","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","971","languageCopy.zh-CN.settingsWorkspace.runtime.cliPathDescription","可选本机可执行文件绝对路径；留空则依次检查当前 PATH、常见目录和登录 Shell。Zeus 不内置或自动安装 CLI。","Optional absolute path. When empty, Zeus checks PATH, common local directories, and the login shell. Zeus never bundles or installs the CLI.","指定已安装工具的完整路径；留空则自动查找。","Enter the full path of an installed tool, or leave blank to find it automatically.","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","972","languageCopy.zh-CN.settingsWorkspace.runtime.timeoutAria","Runtime 执行超时","Runtime execution timeout","最长运行时间","Maximum run duration","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","976","languageCopy.zh-CN.settingsWorkspace.runtime.autoConfirmAria","Runtime 自动确认策略","Runtime auto-confirm policy","运行授权方式","Run approval policy","最终文字仍在源码"
"apps/desktop/src/renderer/features/workspace/workspaceCopy.ts","985","languageCopy.zh-CN.settingsWorkspace.runtime.timeoutSecondsDescription","支持秒、分钟、小时和天；到达绝对截止时间后由 Runtime 状态机处理超时。","Choose seconds, minutes, hours, or days. The Runtime state machine handles timeout at the absolute deadline.","设置一次运行允许持续的最长时间，支持秒、分钟、小时和天。","Set the maximum duration of a run in seconds, minutes, hours, or days.","最终文字仍在源码"
