"文件","入口","数量","保留理由","候选逐项原文"
"apps/desktop/src/main/browserHost.ts","invokeWebMcpFetch.tools","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":2456,""text"":""(() => {\n      const context = navigator.modelContext || navigator.webMCP || globalThis.webMCP;\n      if (!context) return null;\n      const source = typeof context.listTools === 'function' ? context.listTools() : context.tools;\n      return Promise.resolve(source).then((value) => Array.isArray(value) ? value.map((tool) => ({ name: String(tool.name || tool.id || ''), description: String(tool.description || ''), inputSchema: tool.inputSchema || tool.parameters || {} })).filter((tool) => tool.name) : []);\n    })()""}]"
"apps/desktop/src/main/browserHost.ts","invokeWebMcpFetch","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":2464,""text"":""unsupported_surface: The current page does not expose WebMCP.""}]"
"apps/desktop/src/main/browserHost.ts","invokeWebMcpTools","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":2475,""text"":""WebMcpTools requires a matching handle.""}]"
"apps/desktop/src/main/browserHost.ts","invokeWebMcpTools.result","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":2480,""text"":""(async () => {\n      const context = navigator.modelContext || navigator.webMCP || globalThis.webMCP;\n      if (!context) throw new Error('WebMCP is no longer available.');\n      if (typeof context.callTool === 'function') return context.callTool(${JSON.stringify(name)}, ${JSON.stringify(args.input ?? args.arguments ?? {})});\n      const tools = await Promise.resolve(context.tools);\n      const tool = Array.isArray(tools) ? tools.find((candidate) => String(candidate.name || candidate.id) === ${JSON.stringify(name)}) : tools?.[${JSON.stringify(name)}];\n      if (!tool) throw new Error('WebMCP tool is stale or missing.');\n      const call = tool.call || tool.execute || tool.invoke;\n      if (typeof call !== 'function') throw new Error('WebMCP tool is not callable.');\n      return call.call(tool, ${JSON.stringify(args.input ?? args.arguments ?? {})});\n    })()""}]"
"apps/desktop/src/main/browserHost.ts","invokeBrowserAuth.filled","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":2518,""text"":""(() => {\n          const element = document.querySelector(${JSON.stringify(selector)});\n          if (!element || element.disabled || element.getClientRects().length === 0) return false;\n          const prototype = element.tagName === 'TEXTAREA' ? HTMLTextAreaElement.prototype : HTMLInputElement.prototype;\n          const setter = Object.getOwnPropertyDescriptor(prototype, 'value')?.set;\n          if (setter) setter.call(element, ${JSON.stringify(value)}); else element.value = ${JSON.stringify(value)};\n          element.dispatchEvent(new InputEvent('input', { bubbles: true, inputType: 'insertText' }));\n          element.dispatchEvent(new Event('change', { bubbles: true }));\n          return true;\n        })()""}]"
"apps/desktop/src/main/browserHost.ts","collectSecureBrowserCredentials.html","1","模板或 SQL，非界面提示","[{""line"":2579,""text"":""<!doctype html><html lang=\""${this.options.language?.() ?? 'zh-CN'}\""><head><meta charset=\""utf-8\""><meta http-equiv=\""Content-Security-Policy\"" content=\""default-src 'none'; style-src 'unsafe-inline'; script-src 'unsafe-inline'\""><style>body{font:14px -apple-system,sans-serif;margin:0;background:#11151b;color:#f5f7f6}main{padding:24px}h1{font-size:20px;margin:0 0 6px}p{color:#aeb8b5;margin:0 0 18px;word-break:break-all}label{display:block;margin:12px 0 5px}input[type=text],input[type=email],input[type=tel],input[type=password]{box-sizing:border-box;width:100%;padding:10px;border:1px solid #39433f;border-radius:8px;background:#1b2229;color:#fff}.option{display:flex;gap:8px;align-items:center}.actions{display:flex;justify-content:flex-end;gap:10px;margin-top:22px}button{padding:9px 15px;border-radius:8px;border:1px solid #44514d;background:#252e35;color:#fff}button.primary{background:#55bda1;color:#07120f;border-color:#55bda1}</style></head><body><main><h1>${this.text('通过 Zeus 登录', 'Sign in with Zeus')}</h1><p id=\""origin\""></p><form id=\""form\""><div id=\""options\""></div><div id=\""fields\""></div><div class=\""actions\""><button type=\""button\"" id=\""cancel\"">${this.text('取消', 'Cancel')}</button><button class=\""primary\"" type=\""submit\"">${this.text('继续', 'Continue')}</button></div></form></main><script>const {ipcRenderer}=require('electron');const config=${configuration};document.getElementById('origin').textContent=config.origin;const options=document.getElementById('options');for(const option of config.options){const label=document.createElement('label');label.className='option';const input=document.createElement('input');input.type='radio';input.name='selectedOption';input.value=option.id;label.append(input,document.createTextNode(option.label));options.append(label)}const fields=document.getElementById('fields');for(const field of config.fields){const label=document.createElement('label');label.textContent=field.label;const input=document.createElement('input');input.type=field.type;input.name=field.id;input.required=field.required;input.autocomplete='off';label.append(input);fields.append(label)}const finish=(status)=>{const values={};for(const field of config.fields){const input=document.querySelector('[name=\""'+CSS.escape(field.id)+'\""]');values[field.id]=input?.value||'';if(input)input.value=''}const selectedOption=document.querySelector('[name=selectedOption]:checked')?.value;ipcRenderer.send(config.channel,{token:config.token,status,values,selectedOption})};document.getElementById('cancel').onclick=()=>finish('cancelled');document.getElementById('form').onsubmit=(event)=>{event.preventDefault();finish('submitted')}</script></body></html>""}]"
"apps/desktop/src/main/browserHost.ts","invokeBuiltInManagementBookmarks","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":2658,""text"":""ZEUS_BROWSER_BOOKMARK_PARENT_MISSING: The requested bookmark parent does not exist.""}]"
"apps/desktop/src/main/browserHost.ts","invokeBuiltInManagementBookmarks","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":2675,""text"":""ZEUS_BROWSER_BOOKMARK_MISSING: The requested bookmark no longer exists.""}]"
"apps/desktop/src/main/browserHost.ts","invokeBuiltInManagementBookmarks","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":2680,""text"":""ZEUS_BROWSER_BOOKMARK_PARENT_MISSING: The requested bookmark parent does not exist.""}]"
"apps/desktop/src/main/browserHost.ts","invokeBuiltInManagementBookmarks","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":2688,""text"":""ZEUS_BROWSER_BOOKMARK_NOT_EMPTY: Use removeTree for a bookmark folder with children.""}]"
"apps/desktop/src/main/browserHost.ts","invokeBuiltInManagementBookmarks","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":2704,""text"":""ZEUS_BROWSER_MANAGEMENT_METHOD_BLOCKED: Bookmark method is not allowlisted: ${method}""}]"
"apps/desktop/src/main/browserHost.ts","invokeBuiltInManagementTabGroups","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":2722,""text"":""ZEUS_BROWSER_TAB_GROUP_MISSING: The requested tab group no longer exists.""}]"
"apps/desktop/src/main/browserHost.ts","invokeBuiltInManagementTabGroups","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":2731,""text"":""ZEUS_BROWSER_MANAGEMENT_METHOD_BLOCKED: Tab-group method is not allowlisted: ${method}""}]"
"apps/desktop/src/main/browserHost.ts","invokeBuiltInManagementTabs","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":2790,""text"":""ZEUS_BROWSER_MANAGEMENT_METHOD_BLOCKED: Tab method is not allowlisted: ${method}""}]"
"apps/desktop/src/main/browserHost.ts","requireAdvancedHandle","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":2805,""text"":""The Browser remote handle is missing, released, or belongs to another turn.""}]"
"apps/desktop/src/main/browserHost.ts","requireAdvancedHandle","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":2811,""text"":""The Browser remote handle became stale after navigation or tab close.""}]"
"apps/desktop/src/main/browserHost.ts","builtInBrowserCapabilities.description","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2843,""text"":""Allowlisted Zeus bookmark, tab-group, and tab organization with a persistent audit trail.""}]"
"apps/desktop/src/main/browserHost.ts","builtInBrowserCapabilities.description","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2844,""text"":""Present or hide the Zeus built-in browser.""}]"
"apps/desktop/src/main/browserHost.ts","builtInBrowserCapabilities.description","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2845,""text"":""Apply a temporary Chromium viewport override.""}]"
"apps/desktop/src/main/browserHost.ts","builtInTabCapabilities.description","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2851,""text"":""Approved raw Chrome DevTools Protocol access.""}]"
"apps/desktop/src/main/browserHost.ts","builtInTabCapabilities.description","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2852,""text"":""Secure, model-invisible browser credential handoff.""}]"
"apps/desktop/src/main/browserHost.ts","builtInTabCapabilities.description","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2853,""text"":""Inventory and bundle current page assets.""}]"
"apps/desktop/src/main/browserHost.ts","builtInTabCapabilities.description","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2854,""text"":""Discover page-defined WebMCP tools when the page exposes them.""}]"
"apps/desktop/src/main/browserHost.ts","builtInTabCapabilities.description","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2855,""text"":""Report a visible site-served bot-detection blocker.""}]"
"apps/desktop/src/main/browserHost.ts","claimAdvancedTab","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":2917,""text"":""The tab identity no longer matches the latest openTabs result.""}]"
"apps/desktop/src/main/browserHost.ts","extractTemporaryTabsContent","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":2924,""text"":""Tabs.content requires at least one URL.""}]"
"apps/desktop/src/main/browserHost.ts","waitForTabReady","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":2966,""text"":""Timed out waiting for browser tab ${tab.snapshot.id} to finish loading.""}]"
"apps/desktop/src/main/browserHost.ts","assertWritableBrowserCapability","1","原始诊断或工具协议；产品错误由共享原因解释展示","[{""line"":3081,""text"":""只读验证模式禁止浏览器导航、下载、自动化和状态修改。""}]"
"apps/desktop/src/main/browserHost.ts","normalizeBrowserUrl","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":3119,""text"":""Unsupported browser URL protocol: ${url.protocol}""}]"
"apps/desktop/src/main/browserHost.ts","normalizeBrowserUrl","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":3120,""text"":""Browser URLs with embedded credentials are not allowed.""}]"
"apps/desktop/src/main/browserHost.ts","normalizeBrowserUrl","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":3121,""text"":""Only about:blank is allowed.""}]"
"apps/desktop/src/main/browserHost.ts","normalizeApprovalDecision","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":3158,""text"":""Browser approval decision is invalid.""}]"
"apps/desktop/src/main/browserHost.ts","normalizePersistedTab.id","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":3197,""text"":""tab id""}]"
"apps/desktop/src/main/browserHost.ts","normalizePersistedTab.conversationId","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":3198,""text"":""conversation id""}]"
"apps/desktop/src/main/browserHost.ts","normalizePersistedComment.id","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":3231,""text"":""comment id""}]"
"apps/desktop/src/main/browserHost.ts","normalizePersistedComment.conversationId","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":3233,""text"":""conversation id""}]"
"apps/desktop/src/main/browserHost.ts","normalizePersistedComment.tabId","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":3234,""text"":""tab id""}]"
"apps/desktop/src/main/browserHost.ts","normalizePersistedComment.body","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":3235,""text"":""comment body""}]"
"apps/desktop/src/main/browserHost.ts","normalizePageAnchor","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":3251,""text"":""Browser page anchor kind is invalid.""}]"
